h2a_entity_name,h2a_dba_or_agent,h2a_location_type,h2a_address,h2a_lat,h2a_lon,district_office,state,workers_certified,crop_activity,employment_period,laundromat_name,laundromat_address,laundromat_lat,laundromat_lon,distance_km,laundromat_hours,laundromat_phone,source_url,confidence,location_id,h2a_case_numbers,h2a_source_url,sensitive_housing,dedupe_note,geocode_source,geocode_status,h2a_county,laundromat_id,laundromat_source,laundromat_confidence,laundromat_state_query,osm_tags,radius_km,match_rank,match_status
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.419324, -84.644477, MI",43.419324,-84.644477,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002611,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.444143, -84.311466, MI",43.444143,-84.311466,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002612,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SAGINAW COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.452983, -84.462587, MI",43.452983,-84.462587,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,5.097,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002613,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.318508, -84.552039, MI",43.318508,-84.552039,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002614,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.467151, -84.609834, MI",43.467151,-84.609834,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002615,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.491283, -84.446056, MI",43.491283,-84.446056,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002616,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,MIDLAND COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.349511, -84.295961, MI",43.349511,-84.295961,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002617,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SAGINAW COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.449520, -84.451885, MI",43.44952,-84.451885,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,4.99,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002618,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.505536, -84.555064, MI",43.505536,-84.555064,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002619,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,MIDLAND COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.489602, -84.924196, MI",43.489602,-84.924196,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002620,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.462143, -84.501113, MI",43.462143,-84.501113,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,6.335,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002621,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.433256, -84.657393, MI",43.433256,-84.657393,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002622,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.358684, -84.327914, MI",43.358684,-84.327914,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002623,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SAGINAW COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.527328, -84.660577, MI",43.527328,-84.660577,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002624,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.377435, -84.552504, MI",43.377435,-84.552504,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,7.069,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002625,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.547511, -84.671746, MI",43.547511,-84.671746,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002626,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.488803, -84.614606, MI",43.488803,-84.614606,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002627,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.439581, -84.654996, MI",43.439581,-84.654996,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002628,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.473059, -84.513618, MI",43.473059,-84.513618,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,7.83,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002629,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,MIDLAND COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.357080, -84.564982, MI",43.35708,-84.564982,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002630,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.435044, -84.630894, MI",43.435044,-84.630894,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002631,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.420871, -84.592574, MI",43.420871,-84.592574,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002632,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.100525, -84.250702, MI",43.100525,-84.250702,DT,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002633,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SHIAWASSEE COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.492023, -84.647999, MI",43.492023,-84.647999,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002634,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.351439, -84.560418, MI",43.351439,-84.560418,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002635,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.449823, -84.659951, MI",43.449823,-84.659951,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002636,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.696199, -84.608028, MI",43.696199,-84.608028,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002637,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,MIDLAND COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.424927, -84.548748, MI",43.424927,-84.548748,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,6.169,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002638,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.495491, -84.576062, MI",43.495491,-84.576062,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002639,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,MIDLAND COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.443594, -84.593645, MI",43.443594,-84.593645,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002640,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.241229, -84.563918, MI",43.241229,-84.563918,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002641,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.368399, -84.695267, MI",43.368399,-84.695267,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002642,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.357957, -84.315272, MI",43.357957,-84.315272,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002643,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SAGINAW COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.704623, -84.619284, MI",43.704623,-84.619284,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002644,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.559244, -84.666491, MI",43.559244,-84.666491,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002645,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.240961, -84.562763, MI",43.240961,-84.562763,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002646,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.355340, -84.310797, MI, 48637",43.35534,-84.310797,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002647,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SAGINAW COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.482482, -84.612364, MI",43.482482,-84.612364,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002648,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.36192, -84.49572, MI",43.36192,-84.49572,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,Breckenridge Laundry Matt,"309 East Saginaw Street, Breckenridge, MI, 48615",43.4081815,-84.4759275,5.387,Mo-Su 09:00-21:00,,https://www.openstreetmap.org/way/1238705871,high,h2a_002649,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,osm_way_1238705871,OpenStreetMap via Overpass API,high,MI,"{""addr:city"": ""Breckenridge"", ""addr:housenumber"": ""309"", ""addr:postcode"": ""48615"", ""addr:state"": ""MI"", ""addr:street"": ""East Saginaw Street"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Breckenridge Laundry Matt"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.462782, -84.590490, MI",43.462782,-84.59049,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002650,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.703319, -84.712831, MI",43.703319,-84.712831,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002651,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,ISABELLA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.359200, -84.570192, MI",43.3592,-84.570192,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002652,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.465791, -84.594584, MI",43.465791,-84.594584,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002653,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,GRATIOT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Van Loon Farms LLC,POC Gert Van Loon,worksite,"43.329971, -84.364867, MI",43.329971,-84.364867,GR,MI,4,H-2A wage | H-2A foreign workers will be offered a wage rate of $17.47 per hour.,10-Aug-2026 to 15-Nov-2026,,,,,,,,,high,h2a_002654,JO-A-300-26163-008353,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26163-008353,False,,disclosed_decimal_coordinates,matched,SAGINAW COUNTY,,,,,,8.0,,no_laundromat_within_radius
